 summary,subscriptionId,calPath,guid,recurrenceId,link,eventlink,status,startallday,startshortdate,startlongdate,startdayname,starttime,startutcdate,startdatetime,starttimezone,endallday,endshortdate,endlongdate,enddayname,endtime,endutcdate,enddatetime,endtimezone,locationaddress,locationlink,contactname,contactphone,contactlink,calendarname,calendardisplayName,calendarpath,calendarencodedPath,categories,description,cost,xproperties 
 Story Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000052-HERMITAGE-201605181000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000052-HERMITAGE-201605181000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/18/2016,18-May-16,Wednesday,10:00 AM,20160518T150000Z,20160518T100000,America/Chicago,FALSE,5/18/2016,18-May-16,Wednesday,10:30 AM,20160518T153000Z,20160518T103000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Children,Story Time,Locations,Series","Every week, parents are welcome to bring their children to enjoy stories, fingerplays and activities.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Story Time with Miss Montoya,,%2Fpublic%2Fcals%2FMainCal,20160127-000012-HADLEYPARK-201605181030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000012-HADLEYPARK-201605181030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/18/2016,18-May-16,Wednesday,10:30 AM,20160518T153000Z,20160518T103000,America/Chicago,FALSE,5/18/2016,18-May-16,Wednesday,10:30 AM,20160518T153000Z,20160518T103000,America/Chicago,Hadley Park,http://www.library.nashville.org/locations/loc_hadleypk.asp,Hadley Park,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hadley Park,Children,Story Time,Locations,Series","Come and enjoy stories, songs and activities.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hadley Park,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : X-BEDEWORK-THUMB-IMAGE:http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Preschool Story Time,,%2Fpublic%2Fcals%2FMainCal,20160212-000043-INGLEWOOD-201605181030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160212-000043-INGLEWOOD-201605181030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/18/2016,18-May-16,Wednesday,10:30 AM,20160518T153000Z,20160518T103000,America/Chicago,FALSE,5/18/2016,18-May-16,Wednesday,10:30 AM,20160518T153000Z,20160518T103000,America/Chicago,Inglewood,http://www.library.nashville.org/locations/loc_inglewood.asp,Inglewood,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Inglewood,Children,Story Time,Locations,Series","Every Wednesday, Mr. Andrew invites preschoolers and their caregivers to an interactive and fun-filled story time event! Weekly programs include stories, songs, sign-language, puppets, and crafts designed specifically for children ages 2-5.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Inglewood,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Story Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000053-HERMITAGE-201605181100%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000053-HERMITAGE-201605181100%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/18/2016,18-May-16,Wednesday,11:00 AM,20160518T160000Z,20160518T110000,America/Chicago,FALSE,5/18/2016,18-May-16,Wednesday,11:30 AM,20160518T163000Z,20160518T113000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Children,Story Time,Locations,Series","Every week, parents are welcome to bring their children to enjoy stories, fingerplays and activities.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Tech Help with D'n'C,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-529c83d2-0152-9e0d0ce9-00000207demobedework%40mysite.edu,20160520T150000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-529c83d2-0152-9e0d0ce9-00000207demobedework%40mysite.edu&amp;recurrenceId=20160520T150000Z,CONFIRMED,FALSE,5/20/2016,20-May-16,Friday,10:00 AM,20160520T150000Z,20160520T100000,America/Chicago,FALSE,5/20/2016,20-May-16,Friday,12:00 PM,20160520T170000Z,20160520T120000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Hermitage,Computers and Technology,Locations","Come to the library for general tech assistance. Bring your tablets, laptops, and technical problems!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Computers and Technology,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-SUBMITTEDBY : values : text : alprice for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Craft Saturday: Japanese Rain Chains,,%2Fpublic%2Fcals%2FMainCal,20160127-000049-INGLEWOOD-201605211400%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000049-INGLEWOOD-201605211400%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/21/2016,21-May-16,Saturday,2:00 PM,20160521T190000Z,20160521T140000,America/Chicago,FALSE,5/21/2016,21-May-16,Saturday,2:00 PM,20160521T190000Z,20160521T140000,America/Chicago,Inglewood,http://www.library.nashville.org/locations/loc_inglewood.asp,Inglewood,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,Adults,location/Inglewood,Locations,Series","Rain Chains are an ancient Japanese means of diverting water from the roof to another location. It can be a lovely water feature, making soothing sounds as the rain travels down the chain to a container.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Inglewood,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts "
 Wonder Baby,,%2Fpublic%2Fcals%2FMainCal,20160212-000045-INGLEWOOD-201605231000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160212-000045-INGLEWOOD-201605231000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/23/2016,23-May-16,Monday,10:00 AM,20160523T150000Z,20160523T100000,America/Chicago,FALSE,5/23/2016,23-May-16,Monday,10:00 AM,20160523T150000Z,20160523T100000,America/Chicago,Inglewood,http://www.library.nashville.org/locations/loc_inglewood.asp,Inglewood,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Inglewood,Children,Story Time,Locations,Series","Every Monday, come to an engaging program for babies and their caregivers. We'll have fun with stories, songs, sign language, music, and creative play! Bring all your fingers and toes and let's learn! For babies ages 0-24 months.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Inglewood,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Wonder Baby,,%2Fpublic%2Fcals%2FMainCal,20160212-000046-INGLEWOOD-201605231100%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160212-000046-INGLEWOOD-201605231100%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/23/2016,23-May-16,Monday,11:00 AM,20160523T160000Z,20160523T110000,America/Chicago,FALSE,5/23/2016,23-May-16,Monday,11:00 AM,20160523T160000Z,20160523T110000,America/Chicago,Inglewood,http://www.library.nashville.org/locations/loc_inglewood.asp,Inglewood,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Inglewood,Children,Story Time,Locations,Series","Every Monday, come to an engaging program for babies and their caregivers. We'll have fun with stories, songs, sign language, music, and creative play! Bring all your fingers and toes and let's learn! For babies ages 0-24 months.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Inglewood,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Starlight Story Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000064-HERMITAGE-201605231830%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000064-HERMITAGE-201605231830%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/23/2016,23-May-16,Monday,6:30 PM,20160523T233000Z,20160523T183000,America/Chicago,FALSE,5/23/2016,23-May-16,Monday,7:30 PM,20160524T003000Z,20160523T193000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Children,Story Time,Locations,Series","Every 2nd and 4th Monday, come for stories and craft-making. We provide supplies, and you take your crafts home. Activities include cultural crafts, holiday crafts, and more. Suggested for ages 5-10.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Baby and Me,,%2Fpublic%2Fcals%2FMainCal,20160127-000003-HERMITAGE-201603081300%40LIBRARY.NASHVILLE.ORG,20160524T180000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000003-HERMITAGE-201603081300%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=20160524T180000Z,CONFIRMED,FALSE,5/24/2016,24-May-16,Tuesday,1:00 PM,20160524T180000Z,20160524T130000,America/Chicago,FALSE,5/24/2016,24-May-16,Tuesday,1:00 PM,20160524T180000Z,20160524T130000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Children,Story Time,Locations",Each week we present stories and activities for caregiver and baby to do together. For babies 24 months or younger.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Crafty Tuesdays,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52cca996-0152-cd820a7d-00005fefdemobedework%40mysite.edu,20160524T210000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52cca996-0152-cd820a7d-00005fefdemobedework%40mysite.edu&amp;recurrenceId=20160524T210000Z,CONFIRMED,FALSE,5/24/2016,24-May-16,Tuesday,4:00 PM,20160524T210000Z,20160524T160000,America/Chicago,FALSE,5/24/2016,24-May-16,Tuesday,5:00 PM,20160524T220000Z,20160524T170000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,location/Hermitage,Teens,Locations","Crafts include bracelet-making, cultural cracfts, T-shirt design, and more. For Teens.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Fourth Tuesday Book Discussion: Travels with Charley by John Steinback,,%2Fpublic%2Fcals%2FMainCal,20160127-000041-INGLEWOOD-201605241830%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000041-INGLEWOOD-201605241830%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/24/2016,24-May-16,Tuesday,6:30 PM,20160524T233000Z,20160524T183000,America/Chicago,FALSE,5/24/2016,24-May-16,Tuesday,6:30 PM,20160524T233000Z,20160524T183000,America/Chicago,Inglewood,http://www.library.nashville.org/locations/loc_inglewood.asp,Inglewood,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Inglewood,Book Clubs,Locations","Every 4th Tuesday, join us for an informal and friendly discussion based on the book of the month.  The May title will be: Travels with Charley, by John Steinbeck",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Inglewood,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Book Clubs,X-BEDEWORK-THUMB-IMAGE : values : text : http://catalog.library.nashville.org/bookcover.php?id=8af2a762-e125-014b-aef8-1fec00187a06&amp;size=small&amp;type=grouped_work,X-BEDEWORK-IMAGE : values : text : http://catalog.library.nashville.org/bookcover.php?id=8af2a762-e125-014b-aef8-1fec00187a06&amp;size=large&amp;type=grouped_work,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Story Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000054-HERMITAGE-201605251000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000054-HERMITAGE-201605251000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/25/2016,25-May-16,Wednesday,10:00 AM,20160525T150000Z,20160525T100000,America/Chicago,FALSE,5/25/2016,25-May-16,Wednesday,10:30 AM,20160525T153000Z,20160525T103000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Children,Story Time,Locations,Series","Every week, parents are welcome to bring their children to enjoy stories, fingerplays and activities.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Preschool Story Time,,%2Fpublic%2Fcals%2FMainCal,20160212-000048-INGLEWOOD-201605251030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160212-000048-INGLEWOOD-201605251030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/25/2016,25-May-16,Wednesday,10:30 AM,20160525T153000Z,20160525T103000,America/Chicago,FALSE,5/25/2016,25-May-16,Wednesday,10:30 AM,20160525T153000Z,20160525T103000,America/Chicago,Inglewood,http://www.library.nashville.org/locations/loc_inglewood.asp,Inglewood,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Inglewood,Children,Story Time,Locations,Series","Every Wednesday, Mr. Andrew invites preschoolers and their caregivers to an interactive and fun-filled story time event! Weekly programs include stories, songs, sign-language, puppets, and crafts designed specifically for children ages 2-5.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Inglewood,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Story Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000055-HERMITAGE-201605251100%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000055-HERMITAGE-201605251100%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/25/2016,25-May-16,Wednesday,11:00 AM,20160525T160000Z,20160525T110000,America/Chicago,FALSE,5/25/2016,25-May-16,Wednesday,11:30 AM,20160525T163000Z,20160525T113000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Children,Story Time,Locations,Series","Every week, parents are welcome to bring their children to enjoy stories, fingerplays and activities.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 LEGO Club,,%2Fpublic%2Fcals%2FMainCal,20160127-000070-HERMITAGE-201605261600%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000070-HERMITAGE-201605261600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/26/2016,26-May-16,Thursday,4:00 PM,20160526T210000Z,20160526T160000,America/Chicago,FALSE,5/26/2016,26-May-16,Thursday,5:00 PM,20160526T220000Z,20160526T170000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Children,Locations,Series","Every 4th Thursday at 4:00 pm, the library will provide materials for children to come and build their own creation. Reservations Required, call (615) 880-3051 ext 73872.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens "
 Tech Help with D'n'C,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-529c83d2-0152-9e0d0ce9-00000207demobedework%40mysite.edu,20160527T150000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-529c83d2-0152-9e0d0ce9-00000207demobedework%40mysite.edu&amp;recurrenceId=20160527T150000Z,CONFIRMED,FALSE,5/27/2016,27-May-16,Friday,10:00 AM,20160527T150000Z,20160527T100000,America/Chicago,FALSE,5/27/2016,27-May-16,Friday,12:00 PM,20160527T170000Z,20160527T120000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Hermitage,Computers and Technology,Locations","Come to the library for general tech assistance. Bring your tablets, laptops, and technical problems!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Computers and Technology,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-SUBMITTEDBY : values : text : alprice for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Science Saturday: Bubbles,,%2Fpublic%2Fcals%2FMainCal,20160127-000044-INGLEWOOD-201605281000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000044-INGLEWOOD-201605281000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/28/2016,28-May-16,Saturday,10:00 AM,20160528T150000Z,20160528T100000,America/Chicago,FALSE,5/28/2016,28-May-16,Saturday,10:00 AM,20160528T150000Z,20160528T100000,America/Chicago,Inglewood,http://www.library.nashville.org/locations/loc_inglewood.asp,Inglewood,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Inglewood,Children,Locations,Series",Hands-on science experiments and science-related activities for kids ages 6-10 and their parental &quot;&quot;lab partners&quot;&quot;. May's topic will be Bubbles.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Inglewood,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens "
